Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 03/21  19:00:00,10208935.254119202,10208935.254119204,0.0 
 03/21  20:00:00,9224331.820964705,9224331.820964705,0.0 
 03/21  21:00:00,9449331.820964705,9449331.820964705,0.0 
 03/21  22:00:00,9013188.731125657,9013188.731125657,0.0 
 03/21  23:00:00,7265454.451684226,7265454.451684226,0.0 
 03/21  24:00:00,9469604.825749658,9469604.82574966,0.0 
 03/22  01:00:00,8794604.825749658,8794604.82574966,0.0 
 03/22  02:00:00,8569604.825749658,8569604.82574966,0.0 
 03/22  03:00:00,8569604.825749658,8569604.82574966,0.0 
 03/22  04:00:00,8569604.825749658,8569604.82574966,0.0 
 03/22  05:00:00,9244604.825749658,9244604.82574966,0.0 
 03/22  06:00:00,32251146.962741796,32251146.9627418,155152.64964402732 
 03/22  07:00:00,30473321.35258036,30473321.352580354,579044.7940835824 
 03/22  08:00:00,30204257.759286106,30204257.759286106,0.0 
 03/22  09:00:00,28255211.3401564,28255211.340156395,0.0 
 03/22  10:00:00,26506091.839596335,26506091.83959633,0.0 
 03/22  11:00:00,27383500.09906025,27383500.099060245,0.0 
 03/22  12:00:00,24831794.381553814,24831794.38155381,0.0 
 03/22  13:00:00,27381260.88417211,27381260.884172108,0.0 
 03/22  14:00:00,26350343.82519293,26350343.82519293,0.0 
 03/22  15:00:00,27394745.4939687,27394745.4939687,0.0 
 03/22  16:00:00,27465295.693901666,27465295.693901666,0.0 
 03/22  17:00:00,19261302.364528205,19261302.3645282,0.0 
 03/22  18:00:00,14628315.6730058,14628315.673005799,0.0 
 03/22  19:00:00,9983935.254119202,9983935.254119204,0.0 
 03/22  20:00:00,8999331.820964705,8999331.820964705,0.0 
 03/22  21:00:00,8999331.820964705,8999331.820964705,0.0 
 03/22  22:00:00,8113188.731125657,8113188.731125657,0.0 
 03/22  23:00:00,6365454.451684226,6365454.451684226,0.0 
 03/22  24:00:00,8569604.825749658,8569604.82574966,0.0 
 03/23  01:00:00,8569604.825749658,8569604.82574966,0.0 
 03/23  02:00:00,8569604.825749658,8569604.82574966,0.0 
 03/23  03:00:00,8569604.825749658,8569604.82574966,0.0 
 03/23  04:00:00,8569604.825749658,8569604.82574966,0.0 
 03/23  05:00:00,8569604.825749658,8569604.82574966,0.0 
 03/23  06:00:00,22089275.62401592,22089275.62401592,0.0 
 03/23  07:00:00,24143550.32042707,24143550.320427068,0.0 
 03/23  08:00:00,28040546.172038477,28040546.172038473,0.0 
 03/23  09:00:00,27477631.420125198,27477631.420125198,0.0 
 03/23  10:00:00,26378455.388039287,26378455.388039283,0.0 
 03/23  11:00:00,27844011.468682013,27844011.46868201,0.0 
 03/23  12:00:00,25219411.974152472,25219411.97415247,0.0 
 03/23  13:00:00,28960003.80840806,28960003.808408055,0.0 
 03/23  14:00:00,28001635.566376425,28001635.566376425,0.0 
 03/23  15:00:00,29428424.252367724,29428424.25236772,0.0 
 03/23  16:00:00,29850138.399204392,29850138.39920439,0.0 
 03/23  17:00:00,19512936.052873123,19512936.05287312,0.0 
 03/23  18:00:00,14398101.168521304,14398101.168521302,0.0 
 03/23  19:00:00,9983935.254119202,9983935.254119204,0.0 
 03/23  20:00:00,8999331.820964705,8999331.820964705,0.0 
 03/23  21:00:00,8999331.820964705,8999331.820964705,0.0 
 03/23  22:00:00,8113188.731125657,8113188.731125657,0.0 
 03/23  23:00:00,6365454.451684226,6365454.451684226,0.0 
 03/23  24:00:00,8569604.825749658,8569604.82574966,0.0 
 03/24  01:00:00,8569604.825749658,8569604.82574966,0.0 
 03/24  02:00:00,8569604.825749658,8569604.82574966,0.0 
 03/24  03:00:00,8569604.825749658,8569604.82574966,0.0 
 03/24  04:00:00,8569604.825749658,8569604.82574966,0.0 
 03/24  05:00:00,8569604.825749658,8569604.82574966,0.0 
 03/24  06:00:00,18737845.62979638,18737845.629796382,0.0 
 03/24  07:00:00,19724012.90084698,19724012.900846977,0.0 
 03/24  08:00:00,27831180.860635668,27831180.86063566,0.0 
 03/24  09:00:00,28571173.582596384,28571173.582596377,0.0 
 03/24  10:00:00,28438870.48694078,28438870.48694078,0.0 
 03/24  11:00:00,30815180.24376808,30815180.243768074,0.0 
 03/24  12:00:00,27825451.332969975,27825451.332969975,0.0 
 03/24  13:00:00,32572730.473259427,32572730.473259423,0.0 
 03/24  14:00:00,32058729.25189589,32058729.25189589,0.0 
 03/24  15:00:00,34617900.83438748,34617900.83438748,0.0 
 03/24  16:00:00,34987462.19867176,34987462.19867175,0.0 
 03/24  17:00:00,23808732.178931817,23808732.178931814,0.0 
 03/24  18:00:00,14423902.11612271,14423902.116122711,0.0 
 03/24  19:00:00,9983935.254119202,9983935.254119204,0.0 
 03/24  20:00:00,8999331.820964705,8999331.820964705,0.0 
 03/24  21:00:00,8999331.820964705,8999331.820964705,0.0 
 03/24  22:00:00,8113188.731125657,8113188.731125657,0.0 
 03/24  23:00:00,6365454.451684226,6365454.451684226,0.0 
 03/24  24:00:00,5504338.596677196,5504338.596677196,0.0 
 03/25  01:00:00,5504338.596677196,5504338.596677196,0.0 
 03/25  02:00:00,5504338.596677196,5504338.596677196,0.0 
 03/25  03:00:00,5504338.596677196,5504338.596677196,0.0 
 03/25  04:00:00,5504338.596677196,5504338.596677196,0.0 
 03/25  05:00:00,5504338.596677196,5504338.596677196,0.0 
 03/25  06:00:00,6695938.596677196,6695938.596677196,0.0 
 03/25  07:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  08:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  09:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  10:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  11:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  12:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  13:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  14:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  15:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  16:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  17:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  18:00:00,4495258.596677196,4495258.596677196,0.0 
 03/25  19:00:00,5894038.596677196,5894038.596677196,0.0 
 03/25  20:00:00,5894038.596677196,5894038.596677196,0.0 
 03/25  21:00:00,5894038.596677196,5894038.596677196,0.0 
 03/25  22:00:00,5894038.596677196,5894038.596677196,0.0 
 03/25  23:00:00,5894038.596677196,5894038.596677196,0.0 
 03/25  24:00:00,5504338.596677196,5504338.596677196,0.0 
 03/26  01:00:00,5504338.596677196,5504338.596677196,0.0 
 03/26  02:00:00,5504338.596677196,5504338.596677196,0.0 
 03/26  03:00:00,5504338.596677196,5504338.596677196,0.0 
 03/26  04:00:00,5504338.596677196,5504338.596677196,0.0 
 03/26  05:00:00,5504338.596677196,5504338.596677196,0.0 
 03/26  06:00:00,6695938.596677196,6695938.596677196,0.0 
 03/26  07:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  08:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  09:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  10:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  11:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  12:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  13:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  14:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  15:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  16:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  17:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  18:00:00,4495258.596677196,4495258.596677196,0.0 
 03/26  19:00:00,5894038.596677196,5894038.596677196,0.0 
 03/26  20:00:00,5894038.596677196,5894038.596677196,0.0 
 03/26  21:00:00,5894038.596677196,5894038.596677196,0.0 
 03/26  22:00:00,5894038.596677196,5894038.596677196,0.0 
 03/26  23:00:00,5894038.596677196,5894038.596677196,0.0 
 03/26  24:00:00,8569604.825749658,8569604.82574966,0.0 
 03/27  01:00:00,8569604.825749658,8569604.82574966,0.0 
 03/27  02:00:00,8569604.825749658,8569604.82574966,0.0 
 03/27  03:00:00,8569604.825749658,8569604.82574966,0.0 
 03/27  04:00:00,8569604.825749658,8569604.82574966,0.0 
 03/27  05:00:00,8569604.825749658,8569604.82574966,0.0 
 03/27  06:00:00,19148597.801244967,19148597.801244967,0.0 
 03/27  07:00:00,18581065.28595232,18581065.285952315,0.0 
 03/27  08:00:00,28646794.08637247,28646794.086372465,0.0 
 03/27  09:00:00,29664970.071194198,29664970.071194194,0.0 
 03/27  10:00:00,29342029.94249854,29342029.942498535,0.0 
 03/27  11:00:00,31016710.056024253,31016710.056024246,0.0 
 03/27  12:00:00,27675918.16779225,27675918.167792253,0.0 
 03/27  13:00:00,31811837.785265163,31811837.785265155,0.0 
 03/27  14:00:00,30674044.82286372,30674044.822863724,0.0 
 03/27  15:00:00,32528583.930204395,32528583.93020439,0.0 
 03/27  16:00:00,32853539.222838465,32853539.222838465,0.0 
 03/27  17:00:00,22220487.965713,22220487.965712994,0.0 
 03/27  18:00:00,14387064.346693711,14387064.346693711,0.0 
 03/27  19:00:00,9983935.254119202,9983935.254119204,0.0 
 03/27  20:00:00,8999331.820964705,8999331.820964705,0.0 
 03/27  21:00:00,8999331.820964705,8999331.820964705,0.0 
 03/27  22:00:00,8113188.731125657,8113188.731125657,0.0 
 03/27  23:00:00,6365454.451684226,6365454.451684226,0.0 
 03/27  24:00:00,8569604.825749658,8569604.82574966,0.0 
 03/28  01:00:00,9019604.825749658,9019604.82574966,0.0 
 03/28  02:00:00,8794604.825749658,8794604.82574966,0.0 
 03/28  03:00:00,9019604.825749658,9019604.82574966,0.0 
 03/28  04:00:00,8794604.825749658,8794604.82574966,0.0 
 03/28  05:00:00,8569604.825749658,8569604.82574966,0.0 
 03/28  06:00:00,19213476.193989284,19213476.19398928,0.0 
 03/28  07:00:00,18619179.566478677,18619179.566478677,0.0 
 03/28  08:00:00,28595818.1659564,28595818.1659564,0.0 
 03/28  09:00:00,29535384.668190178,29535384.668190178,0.0 
 03/28  10:00:00,29153367.680001546,29153367.68000155,0.0 
 03/28  11:00:00,31219108.053128775,31219108.053128775,0.0 
 03/28  12:00:00,27850847.867011596,27850847.86701159,0.0 
 03/28  13:00:00,32070589.681094483,32070589.681094483,0.0 
 03/28  14:00:00,31174138.499577336,31174138.49957733,0.0 
 03/28  15:00:00,32754082.482679997,32754082.482679993,0.0 
 03/28  16:00:00,32328924.873555664,32328924.873555664,0.0 
 03/28  17:00:00,21061373.523407534,21061373.523407526,0.0 
 03/28  18:00:00,14454165.144039165,14454165.144039163,0.0 
 03/28  19:00:00,9621827.998923566,9621827.998923566,0.0 
 03/28  20:00:00,8999331.820964705,8999331.820964705,0.0 
 03/28  21:00:00,8999331.820964705,8999331.820964705,0.0 
 03/28  22:00:00,8113188.731125657,8113188.731125657,0.0 
 03/28  23:00:00,6365454.451684226,6365454.451684226,0.0 
 03/28  24:00:00,8569604.825749658,8569604.82574966,0.0 
 03/29  01:00:00,8569604.825749658,8569604.82574966,0.0 
 03/29  02:00:00,8569604.825749658,8569604.82574966,0.0 
 03/29  03:00:00,8569604.825749658,8569604.82574966,0.0 
 03/29  04:00:00,9019604.825749658,9019604.82574966,0.0 
 03/29  05:00:00,9469604.825749658,9469604.82574966,0.0 
 03/29  06:00:00,19653001.72826837,19653001.72826837,0.0 
 03/29  07:00:00,20057002.839532644,20057002.83953264,0.0 
 03/29  08:00:00,28758516.70345786,28758516.703457855,0.0 
 03/29  09:00:00,28046111.892004423,28046111.892004423,0.0 
 03/29  10:00:00,27861531.45438377,27861531.45438376,0.0 
 03/29  11:00:00,29962725.933194924,29962725.93319492,0.0 
 03/29  12:00:00,26285374.34533612,26285374.345336113,0.0 
 03/29  13:00:00,30527187.656784143,30527187.65678414,0.0 
 03/29  14:00:00,29390770.987105414,29390770.987105414,0.0 
 03/29  15:00:00,30738024.641216647,30738024.641216643,0.0 
 03/29  16:00:00,30415730.76450996,30415730.76450996,0.0 
 03/29  17:00:00,19846253.978121616,19846253.978121616,0.0 
 03/29  18:00:00,15060550.51937569,15060550.51937569,0.0 
 03/29  19:00:00,10527132.389471069,10527132.389471069,0.0 
 03/29  20:00:00,9899331.820964705,9899331.820964705,0.0 
 03/29  21:00:00,9899331.820964705,9899331.820964705,0.0 
 03/29  22:00:00,9013188.731125657,9013188.731125657,0.0 
 03/29  23:00:00,7265454.451684226,7265454.451684226,0.0 
 03/29  24:00:00,9469604.825749658,9469604.82574966,0.0 
 03/30  01:00:00,9469604.825749658,9469604.82574966,0.0 
 03/30  02:00:00,9469604.825749658,9469604.82574966,0.0 
 03/30  03:00:00,9469604.825749658,9469604.82574966,0.0 
 03/30  04:00:00,9469604.825749658,9469604.82574966,0.0 
 03/30  05:00:00,9469604.825749658,9469604.82574966,0.0 
 03/30  06:00:00,22224734.28672806,22224734.28672806,0.0 
 03/30  07:00:00,31089881.288075745,31089881.288075745,522720.5408097347 
 03/30  08:00:00,31236615.31961338,31236615.319613375,0.0 
 03/30  09:00:00,29124539.07941041,29124539.079410404,0.0 
 03/30  10:00:00,27789132.083793063,27789132.08379306,0.0 
 03/30  11:00:00,28617580.011836283,28617580.01183628,0.0 
 03/30  12:00:00,25964622.11592493,25964622.11592493,0.0 
 03/30  13:00:00,28584814.193995193,28584814.19399519,0.0 
 03/30  14:00:00,27828622.411129825,27828622.41112982,0.0 
 03/30  15:00:00,29051585.399718046,29051585.39971804,0.0 
 03/30  16:00:00,29542701.27613514,29542701.27613513,0.0 
 03/30  17:00:00,20494447.494315658,20494447.49431565,0.0 
 03/30  18:00:00,16732626.608350385,16732626.608350385,0.0 
 03/30  19:00:00,10519860.353983672,10519860.353983674,0.0 
 03/30  20:00:00,9899331.820964705,9899331.820964705,0.0 
 03/30  21:00:00,9899331.820964705,9899331.820964705,0.0 
 03/30  22:00:00,9013188.731125657,9013188.731125657,0.0 
 03/30  23:00:00,7265454.451684226,7265454.451684226,0.0 
 03/30  24:00:00,9469604.825749658,9469604.82574966,0.0 
 03/31  01:00:00,9469604.825749658,9469604.82574966,0.0 
 03/31  02:00:00,9469604.825749658,9469604.82574966,0.0 
 03/31  03:00:00,9469604.825749658,9469604.82574966,0.0 
 03/31  04:00:00,9469604.825749658,9469604.82574966,0.0 
 03/31  05:00:00,9469604.825749658,9469604.82574966,0.0 
 03/31  06:00:00,24944868.945404198,24944868.945404187,413544.2020458731 
 03/31  07:00:00,31577417.208575793,31577417.20857579,465401.70420308184 
 03/31  08:00:00,30731446.685721748,30731446.68572174,0.0 
 03/31  09:00:00,30129874.872032367,30129874.872032363,0.0 
 03/31  10:00:00,28029167.189913403,28029167.1899134,0.0 
 03/31  11:00:00,28648060.314523365,28648060.31452336,0.0 
 03/31  12:00:00,26142447.34369334,26142447.343693335,0.0 
 03/31  13:00:00,29168594.375975028,29168594.375975017,0.0 
 03/31  14:00:00,27813458.453965466,27813458.453965466,0.0 
 03/31  15:00:00,29184385.218066208,29184385.218066208,0.0 
 03/31  16:00:00,29571401.36754299,29571401.367542982,0.0 
 03/31  17:00:00,19662645.128217958,19662645.128217954,0.0 
 03/31  18:00:00,14536918.696839646,14536918.696839647,0.0 
 03/31  19:00:00,9616542.650434293,9616542.650434295,0.0 
 03/31  20:00:00,8999331.820964705,8999331.820964705,0.0 
 03/31  21:00:00,8999331.820964705,8999331.820964705,0.0 
 03/31  22:00:00,8113188.731125657,8113188.731125657,0.0 
 03/31  23:00:00,6365454.451684226,6365454.451684226,0.0 
 03/31  24:00:00,5504338.596677196,5504338.596677196,0.0 
 04/01  01:00:00,5504338.596677196,5504338.596677196,0.0 
 04/01  02:00:00,5504338.596677196,5504338.596677196,0.0 
 04/01  03:00:00,5504338.596677196,5504338.596677196,0.0 
 04/01  04:00:00,5504338.596677196,5504338.596677196,0.0 
 04/01  05:00:00,5504338.596677196,5504338.596677196,0.0 
 04/01  06:00:00,6145768.596677196,6145768.596677196,0.0 
 04/01  07:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  08:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  09:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  10:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  11:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  12:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  13:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  14:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  15:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  16:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  17:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  18:00:00,4495258.596677196,4495258.596677196,0.0 
 04/01  19:00:00,5544343.596677196,5544343.596677196,0.0 
 04/01  20:00:00,5894038.596677196,5894038.596677196,0.0 
 04/01  21:00:00,5894038.596677196,5894038.596677196,0.0 
 04/01  22:00:00,5894038.596677196,5894038.596677196,0.0 
 04/01  23:00:00,5894038.596677196,5894038.596677196,0.0 
 04/01  24:00:00,5504338.596677196,5504338.596677196,0.0 
 04/02  01:00:00,5504338.596677196,5504338.596677196,0.0 
 04/02  02:00:00,5504338.596677196,5504338.596677196,0.0 
 04/02  03:00:00,5504338.596677196,5504338.596677196,0.0 
 04/02  04:00:00,5504338.596677196,5504338.596677196,0.0 
 04/02  05:00:00,5504338.596677196,5504338.596677196,0.0 
 04/02  06:00:00,6145768.596677196,6145768.596677196,0.0 
 04/02  07:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  08:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  09:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  10:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  11:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  12:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  13:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  14:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  15:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  16:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  17:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  18:00:00,4495258.596677196,4495258.596677196,0.0 
 04/02  19:00:00,5544343.596677196,5544343.596677196,0.0 
 04/02  20:00:00,5894038.596677196,5894038.596677196,0.0 
 04/02  21:00:00,5894038.596677196,5894038.596677196,0.0 
 04/02  22:00:00,5894038.596677196,5894038.596677196,0.0 
 04/02  23:00:00,6344038.596677196,6344038.596677196,0.0 
 04/02  24:00:00,9469604.825749658,9469604.82574966,0.0 
 04/03  01:00:00,9469604.825749658,9469604.82574966,0.0 
 04/03  02:00:00,9469604.825749658,9469604.82574966,0.0 
 04/03  03:00:00,9469604.825749658,9469604.82574966,0.0 
 04/03  04:00:00,9469604.825749658,9469604.82574966,0.0 
 04/03  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/03  06:00:00,22310856.65917833,22310856.65917833,0.0 
 04/03  07:00:00,29816564.419093255,29816564.419093244,0.0 
 04/03  08:00:00,32451850.405766908,32451850.405766897,0.0 
 04/03  09:00:00,30171936.547479637,30171936.54747963,0.0 
 04/03  10:00:00,28165129.910562426,28165129.910562426,0.0 
 04/03  11:00:00,29059894.529916033,29059894.52991603,0.0 
 04/03  12:00:00,27817317.512731895,27817317.512731887,0.0 
 04/03  13:00:00,28349598.357299745,28349598.357299745,0.0 
 04/03  14:00:00,27269013.882259242,27269013.882259235,0.0 
 04/03  15:00:00,27887917.864591766,27887917.864591762,0.0 
 04/03  16:00:00,28028099.597063847,28028099.597063843,0.0 
 04/03  17:00:00,21439515.23074357,21439515.230743565,0.0 
 04/03  18:00:00,16942975.52636559,16942975.526365586,0.0 
 04/03  19:00:00,9627617.743509028,9627617.74350903,0.0 
 04/03  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/03  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/03  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/03  23:00:00,6590454.451684226,6590454.451684226,0.0 
 04/03  24:00:00,9469604.825749658,9469604.82574966,0.0 
 04/04  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/04  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/04  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/04  04:00:00,8569604.825749658,8569604.82574966,0.0 
 04/04  05:00:00,8794604.825749658,8794604.82574966,0.0 
 04/04  06:00:00,24111252.978542574,24111252.978542574,0.0 
 04/04  07:00:00,24367845.65388107,24367845.653881066,0.0 
 04/04  08:00:00,28181957.749885026,28181957.749885026,0.0 
 04/04  09:00:00,27500545.872726608,27500545.872726604,0.0 
 04/04  10:00:00,26430455.921820782,26430455.921820775,0.0 
 04/04  11:00:00,27769379.011335388,27769379.011335384,0.0 
 04/04  12:00:00,25347529.363268092,25347529.363268092,0.0 
 04/04  13:00:00,28588565.133991286,28588565.13399128,0.0 
 04/04  14:00:00,27913558.60539432,27913558.60539432,0.0 
 04/04  15:00:00,29374556.020648725,29374556.020648718,0.0 
 04/04  16:00:00,29365604.998076115,29365604.998076115,0.0 
 04/04  17:00:00,19576333.82802786,19576333.828027852,0.0 
 04/04  18:00:00,14552586.513943965,14552586.513943965,0.0 
 04/04  19:00:00,9624237.453566108,9624237.453566108,0.0 
 04/04  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/04  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/04  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/04  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/04  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/05  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/05  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/05  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/05  04:00:00,8569604.825749658,8569604.82574966,0.0 
 04/05  05:00:00,8569604.825749658,8569604.82574966,0.0 
 04/05  06:00:00,17883642.19946439,17883642.199464384,0.0 
 04/05  07:00:00,20357820.41261938,20357820.41261938,0.0 
 04/05  08:00:00,27551182.16205615,27551182.162056148,0.0 
 04/05  09:00:00,27786047.468977503,27786047.468977503,0.0 
 04/05  10:00:00,26952944.5659912,26952944.5659912,0.0 
 04/05  11:00:00,28330833.991117448,28330833.991117444,0.0 
 04/05  12:00:00,25518797.09870366,25518797.09870366,0.0 
 04/05  13:00:00,29379594.17196247,29379594.171962462,0.0 
 04/05  14:00:00,28536863.73791579,28536863.737915795,0.0 
 04/05  15:00:00,29951911.020427965,29951911.020427965,0.0 
 04/05  16:00:00,30358238.877122026,30358238.877122022,0.0 
 04/05  17:00:00,20254606.1676175,20254606.167617496,0.0 
 04/05  18:00:00,14595878.048399944,14595878.048399942,0.0 
 04/05  19:00:00,9625385.129241228,9625385.129241228,0.0 
 04/05  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/05  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/05  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/05  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/05  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/06  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/06  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/06  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/06  04:00:00,8569604.825749658,8569604.82574966,0.0 
 04/06  05:00:00,8569604.825749658,8569604.82574966,0.0 
 04/06  06:00:00,17613138.0944651,17613138.0944651,0.0 
 04/06  07:00:00,19833107.526238065,19833107.526238058,0.0 
 04/06  08:00:00,27733272.458834253,27733272.45883425,0.0 
 04/06  09:00:00,27763266.487721927,27763266.487721927,0.0 
 04/06  10:00:00,27069612.159939874,27069612.15993987,0.0 
 04/06  11:00:00,28708786.146634996,28708786.146634992,0.0 
 04/06  12:00:00,25604295.589854233,25604295.58985423,0.0 
 04/06  13:00:00,29534354.87703485,29534354.877034843,0.0 
 04/06  14:00:00,28460633.83944571,28460633.83944571,0.0 
 04/06  15:00:00,30518537.311163314,30518537.311163314,0.0 
 04/06  16:00:00,30795869.787360024,30795869.787360016,0.0 
 04/06  17:00:00,20407816.311903097,20407816.31190309,0.0 
 04/06  18:00:00,14442871.088063387,14442871.088063389,0.0 
 04/06  19:00:00,9619644.584478837,9619644.584478837,0.0 
 04/06  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/06  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/06  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/06  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/06  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/07  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/07  02:00:00,8794604.825749658,8794604.82574966,0.0 
 04/07  03:00:00,9469604.825749658,9469604.82574966,0.0 
 04/07  04:00:00,9469604.825749658,9469604.82574966,0.0 
 04/07  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/07  06:00:00,18555627.755317427,18555627.755317427,0.0 
 04/07  07:00:00,19924642.75188335,19924642.751883347,0.0 
 04/07  08:00:00,27813316.66565065,27813316.665650643,0.0 
 04/07  09:00:00,28417805.628955428,28417805.628955424,0.0 
 04/07  10:00:00,27270858.994812272,27270858.994812272,0.0 
 04/07  11:00:00,29102281.67362718,29102281.673627175,0.0 
 04/07  12:00:00,25811114.580321856,25811114.58032185,0.0 
 04/07  13:00:00,29746819.001302887,29746819.00130288,0.0 
 04/07  14:00:00,28528309.376431536,28528309.376431536,0.0 
 04/07  15:00:00,29721508.85950142,29721508.859501418,0.0 
 04/07  16:00:00,29317101.235777054,29317101.235777043,0.0 
 04/07  17:00:00,19622189.66657189,19622189.666571885,0.0 
 04/07  18:00:00,14657178.52580851,14657178.52580851,0.0 
 04/07  19:00:00,9630358.854603875,9630358.854603875,0.0 
 04/07  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/07  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/07  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/07  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/07  24:00:00,5504338.596677196,5504338.596677196,0.0 
 04/08  01:00:00,5504338.596677196,5504338.596677196,0.0 
 04/08  02:00:00,5504338.596677196,5504338.596677196,0.0 
 04/08  03:00:00,5504338.596677196,5504338.596677196,0.0 
 04/08  04:00:00,5504338.596677196,5504338.596677196,0.0 
 04/08  05:00:00,5504338.596677196,5504338.596677196,0.0 
 04/08  06:00:00,5595598.596677196,5595598.596677196,0.0 
 04/08  07:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  08:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  09:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  10:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  11:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  12:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  13:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  14:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  15:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  16:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  17:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  18:00:00,4495258.596677196,4495258.596677196,0.0 
 04/08  19:00:00,5544343.596677196,5544343.596677196,0.0 
 04/08  20:00:00,5894038.596677196,5894038.596677196,0.0 
 04/08  21:00:00,5894038.596677196,5894038.596677196,0.0 
