Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 04/20  14:00:00,31272219.289957847,31272219.28995784,0.0 
 04/20  15:00:00,32889075.50767495,32889075.507674944,0.0 
 04/20  16:00:00,33116053.025012925,33116053.025012918,0.0 
 04/20  17:00:00,21726500.493270088,21726500.493270084,0.0 
 04/20  18:00:00,14295312.854473663,14295312.854473663,0.0 
 04/20  19:00:00,9240810.370811438,9240810.370811438,0.0 
 04/20  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/20  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/20  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/20  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/20  24:00:00,8794604.825749658,8794604.82574966,0.0 
 04/21  01:00:00,9469604.825749658,9469604.82574966,0.0 
 04/21  02:00:00,8794604.825749658,8794604.82574966,0.0 
 04/21  03:00:00,9019604.825749658,9019604.82574966,0.0 
 04/21  04:00:00,8794604.825749658,8794604.82574966,0.0 
 04/21  05:00:00,8569604.825749658,8569604.82574966,0.0 
 04/21  06:00:00,17696591.882953215,17696591.882953215,0.0 
 04/21  07:00:00,18012800.672611825,18012800.67261182,0.0 
 04/21  08:00:00,28634462.89518573,28634462.895185724,0.0 
 04/21  09:00:00,29111780.53664785,29111780.536647845,0.0 
 04/21  10:00:00,28615441.472680066,28615441.472680066,0.0 
 04/21  11:00:00,29998746.236621637,29998746.23662164,0.0 
 04/21  12:00:00,26265157.53873343,26265157.538733426,0.0 
 04/21  13:00:00,29784680.16142839,29784680.161428384,0.0 
 04/21  14:00:00,27964033.116559014,27964033.116559014,0.0 
 04/21  15:00:00,29696860.282234706,29696860.282234706,0.0 
 04/21  16:00:00,29184890.728467267,29184890.728467263,0.0 
 04/21  17:00:00,21186822.444377083,21186822.444377076,0.0 
 04/21  18:00:00,15517165.41582049,15517165.41582049,0.0 
 04/21  19:00:00,10166202.890327783,10166202.890327783,0.0 
 04/21  20:00:00,9899331.820964705,9899331.820964705,0.0 
 04/21  21:00:00,9899331.820964705,9899331.820964705,0.0 
 04/21  22:00:00,9013188.731125657,9013188.731125657,0.0 
 04/21  23:00:00,7265454.451684226,7265454.451684226,0.0 
 04/21  24:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  01:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  02:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  03:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  04:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  05:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  06:00:00,5945428.596677196,5945428.596677196,0.0 
 04/22  07:00:00,5395258.596677196,5395258.596677196,0.0 
 04/22  08:00:00,5395258.596677196,5395258.596677196,0.0 
 04/22  09:00:00,4720258.596677196,4720258.596677196,0.0 
 04/22  10:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  11:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  12:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  13:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  14:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  15:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  16:00:00,4720258.596677196,4720258.596677196,0.0 
 04/22  17:00:00,5395258.596677196,5395258.596677196,0.0 
 04/22  18:00:00,5395258.596677196,5395258.596677196,0.0 
 04/22  19:00:00,6094648.596677196,6094648.596677196,0.0 
 04/22  20:00:00,6794038.596677196,6794038.596677196,0.0 
 04/22  21:00:00,6794038.596677196,6794038.596677196,0.0 
 04/22  22:00:00,6794038.596677196,6794038.596677196,0.0 
 04/22  23:00:00,6794038.596677196,6794038.596677196,0.0 
 04/22  24:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  01:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  02:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  03:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  04:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  05:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  06:00:00,5945428.596677196,5945428.596677196,0.0 
 04/23  07:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  08:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  09:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  10:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  11:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  12:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  13:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  14:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  15:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  16:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  17:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  18:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  19:00:00,6094648.596677196,6094648.596677196,0.0 
 04/23  20:00:00,6794038.596677196,6794038.596677196,0.0 
 04/23  21:00:00,6794038.596677196,6794038.596677196,0.0 
 04/23  22:00:00,6794038.596677196,6794038.596677196,0.0 
 04/23  23:00:00,6794038.596677196,6794038.596677196,0.0 
 04/23  24:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  01:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  02:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  03:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  04:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  06:00:00,29770630.39503277,29770630.39503277,977764.3952057334 
 04/24  07:00:00,31654975.37148595,31654975.37148595,1701883.6999292802 
 04/24  08:00:00,32162811.57297816,32162811.572978158,0.0 
 04/24  09:00:00,29553708.332713187,29553708.33271318,0.0 
 04/24  10:00:00,26918117.506055452,26918117.506055444,0.0 
 04/24  11:00:00,27580193.964784645,27580193.96478464,0.0 
 04/24  12:00:00,24834308.808854487,24834308.808854483,0.0 
 04/24  13:00:00,27568723.0400531,27568723.0400531,0.0 
 04/24  14:00:00,26866739.3291586,26866739.329158597,0.0 
 04/24  15:00:00,28257073.004865445,28257073.00486544,0.0 
 04/24  16:00:00,28789486.21334094,28789486.213340938,0.0 
 04/24  17:00:00,19707704.531296663,19707704.531296663,0.0 
 04/24  18:00:00,14276965.722910352,14276965.722910348,0.0 
 04/24  19:00:00,9223015.950772794,9223015.950772794,0.0 
 04/24  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/24  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/24  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/24  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/24  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/25  01:00:00,8794604.825749658,8794604.82574966,0.0 
 04/25  02:00:00,8794604.825749658,8794604.82574966,0.0 
 04/25  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/25  04:00:00,9019604.825749658,9019604.82574966,0.0 
 04/25  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/25  06:00:00,19523791.122325007,19523791.122325007,0.0 
 04/25  07:00:00,24519616.684305597,24519616.684305597,0.0 
 04/25  08:00:00,30037773.23542362,30037773.235423617,0.0 
 04/25  09:00:00,29425394.66536072,29425394.66536072,0.0 
 04/25  10:00:00,27456417.740825094,27456417.74082509,0.0 
 04/25  11:00:00,28287305.17457325,28287305.174573246,0.0 
 04/25  12:00:00,25380135.994864643,25380135.99486464,0.0 
 04/25  13:00:00,27416038.921767313,27416038.92176731,0.0 
 04/25  14:00:00,26650846.099269778,26650846.09926977,0.0 
 04/25  15:00:00,27975924.06919623,27975924.06919623,0.0 
 04/25  16:00:00,28517863.841376465,28517863.841376465,0.0 
 04/25  17:00:00,19403049.924750093,19403049.924750093,0.0 
 04/25  18:00:00,14241661.28103293,14241661.28103293,0.0 
 04/25  19:00:00,9220896.377400853,9220896.377400855,0.0 
 04/25  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/25  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/25  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/25  23:00:00,6815454.451684226,6815454.451684226,0.0 
 04/25  24:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  01:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  02:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  03:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  04:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  06:00:00,20392398.194874737,20392398.19487474,0.0 
 04/26  07:00:00,22235754.75139934,22235754.751399335,0.0 
 04/26  08:00:00,27549839.597530454,27549839.597530447,0.0 
 04/26  09:00:00,27812436.77478081,27812436.774780802,0.0 
 04/26  10:00:00,27114503.06141763,27114503.06141763,0.0 
 04/26  11:00:00,28894140.215210486,28894140.215210482,0.0 
 04/26  12:00:00,25708275.071283385,25708275.071283385,0.0 
 04/26  13:00:00,29758790.40156237,29758790.401562363,0.0 
 04/26  14:00:00,28965294.221209563,28965294.221209563,0.0 
 04/26  15:00:00,30845417.08637805,30845417.086378045,0.0 
 04/26  16:00:00,30997461.03200547,30997461.03200547,0.0 
 04/26  17:00:00,20836144.99186641,20836144.991866406,0.0 
 04/26  18:00:00,14300872.549754295,14300872.549754295,0.0 
 04/26  19:00:00,9214934.57474348,9214934.57474348,0.0 
 04/26  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/26  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/26  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/26  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/26  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  04:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  05:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  06:00:00,16513756.578697972,16513756.578697968,0.0 
 04/27  07:00:00,17679806.627673306,17679806.627673306,0.0 
 04/27  08:00:00,28807577.556135442,28807577.55613544,0.0 
 04/27  09:00:00,29804827.949723884,29804827.949723877,0.0 
 04/27  10:00:00,29515806.484170303,29515806.4841703,0.0 
 04/27  11:00:00,31693097.92721358,31693097.92721358,0.0 
 04/27  12:00:00,28596918.25085292,28596918.25085292,0.0 
 04/27  13:00:00,33106842.006413985,33106842.006413985,0.0 
 04/27  14:00:00,32341126.664475806,32341126.664475802,0.0 
 04/27  15:00:00,34306842.67450675,34306842.67450675,0.0 
 04/27  16:00:00,34548063.16458285,34548063.16458285,0.0 
 04/27  17:00:00,24013417.05107647,24013417.05107647,0.0 
 04/27  18:00:00,14191650.420758372,14191650.420758372,0.0 
 04/27  19:00:00,9207351.854444174,9207351.854444174,0.0 
 04/27  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/27  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/27  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/27  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/27  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/28  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/28  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/28  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/28  04:00:00,8569604.825749658,8569604.82574966,0.0 
 04/28  05:00:00,8569604.825749658,8569604.82574966,0.0 
 04/28  06:00:00,16970980.160380386,16970980.160380386,0.0 
 04/28  07:00:00,18121660.310127676,18121660.310127676,0.0 
 04/28  08:00:00,29960460.432870667,29960460.432870664,0.0 
 04/28  09:00:00,31305090.30453251,31305090.30453251,0.0 
 04/28  10:00:00,31149404.81513218,31149404.815132167,0.0 
 04/28  11:00:00,33058162.719030377,33058162.719030365,0.0 
 04/28  12:00:00,29734930.974962447,29734930.974962443,0.0 
 04/28  13:00:00,33775630.10514771,33775630.105147704,0.0 
 04/28  14:00:00,32597067.738363255,32597067.738363255,0.0 
 04/28  15:00:00,34147193.13355112,34147193.13355111,0.0 
 04/28  16:00:00,34388904.26728983,34388904.26728983,0.0 
 04/28  17:00:00,24129584.960246474,24129584.960246466,0.0 
 04/28  18:00:00,14190410.81393671,14190410.81393671,0.0 
 04/28  19:00:00,8880387.007224914,8880387.007224914,0.0 
 04/28  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/28  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/28  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/28  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/28  24:00:00,5504338.596677196,5504338.596677196,0.0 
 04/29  01:00:00,5729338.596677196,5729338.596677196,0.0 
 04/29  02:00:00,6404338.596677196,6404338.596677196,0.0 
 04/29  03:00:00,6404338.596677196,6404338.596677196,0.0 
 04/29  04:00:00,6404338.596677196,6404338.596677196,0.0 
 04/29  05:00:00,6404338.596677196,6404338.596677196,0.0 
 04/29  06:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  07:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  08:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  09:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  10:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  11:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  12:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  13:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  14:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  15:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  16:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  17:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  18:00:00,5395258.596677196,5395258.596677196,0.0 
 04/29  19:00:00,5744953.596677196,5744953.596677196,0.0 
 04/29  20:00:00,6794038.596677196,6794038.596677196,0.0 
 04/29  21:00:00,6794038.596677196,6794038.596677196,0.0 
 04/29  22:00:00,6794038.596677196,6794038.596677196,0.0 
 04/29  23:00:00,6794038.596677196,6794038.596677196,0.0 
 04/29  24:00:00,6404338.596677196,6404338.596677196,0.0 
 04/30  01:00:00,6404338.596677196,6404338.596677196,0.0 
 04/30  02:00:00,6404338.596677196,6404338.596677196,0.0 
 04/30  03:00:00,6404338.596677196,6404338.596677196,0.0 
 04/30  04:00:00,6404338.596677196,6404338.596677196,0.0 
 04/30  05:00:00,6404338.596677196,6404338.596677196,0.0 
 04/30  06:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  07:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  08:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  09:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  10:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  11:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  12:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  13:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  14:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  15:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  16:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  17:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  18:00:00,5395258.596677196,5395258.596677196,0.0 
 04/30  19:00:00,5744953.596677196,5744953.596677196,0.0 
 04/30  20:00:00,6794038.596677196,6794038.596677196,0.0 
 04/30  21:00:00,6794038.596677196,6794038.596677196,0.0 
 04/30  22:00:00,6794038.596677196,6794038.596677196,0.0 
 04/30  23:00:00,6794038.596677196,6794038.596677196,0.0 
 04/30  24:00:00,9469604.825749658,9469604.82574966,0.0 
 05/01  01:00:00,9244604.825749658,9244604.82574966,0.0 
 05/01  02:00:00,8569604.825749658,8569604.82574966,0.0 
 05/01  03:00:00,8569604.825749658,8569604.82574966,0.0 
 05/01  04:00:00,8569604.825749658,8569604.82574966,0.0 
 05/01  05:00:00,8569604.825749658,8569604.82574966,0.0 
 05/01  06:00:00,22269409.65455267,22269409.654552665,0.0 
 05/01  07:00:00,23628162.444105405,23628162.444105405,0.0 
 05/01  08:00:00,29475062.506798215,29475062.506798208,0.0 
 05/01  09:00:00,29750768.90684281,29750768.906842798,0.0 
 05/01  10:00:00,28656205.580816112,28656205.58081611,0.0 
 05/01  11:00:00,30163620.369419497,30163620.369419493,0.0 
 05/01  12:00:00,29521856.102964673,29521856.102964673,0.0 
 05/01  13:00:00,29407498.296095863,29407498.29609586,0.0 
 05/01  14:00:00,28756454.91584329,28756454.91584329,0.0 
 05/01  15:00:00,30188650.72018255,30188650.720182545,0.0 
 05/01  16:00:00,30412146.275816143,30412146.27581613,0.0 
 05/01  17:00:00,26717086.271575123,26717086.271575123,0.0 
 05/01  18:00:00,21607789.826258082,21607789.82625808,0.0 
 05/01  19:00:00,9694269.963981,9694269.963981,0.0 
 05/01  20:00:00,9899331.820964705,9899331.820964705,0.0 
 05/01  21:00:00,9899331.820964705,9899331.820964705,0.0 
 05/01  22:00:00,9013188.731125657,9013188.731125657,0.0 
 05/01  23:00:00,7265454.451684226,7265454.451684226,0.0 
 05/01  24:00:00,9469604.825749658,9469604.82574966,0.0 
 05/02  01:00:00,9469604.825749658,9469604.82574966,0.0 
 05/02  02:00:00,9469604.825749658,9469604.82574966,0.0 
 05/02  03:00:00,9469604.825749658,9469604.82574966,0.0 
 05/02  04:00:00,9469604.825749658,9469604.82574966,0.0 
 05/02  05:00:00,9469604.825749658,9469604.82574966,0.0 
 05/02  06:00:00,31102511.31707435,31102511.31707435,546073.2260736307 
 05/02  07:00:00,33555921.14692359,33555921.146923594,3255114.9307129346 
 05/02  08:00:00,33102306.481277764,33102306.481277756,0.0 
 05/02  09:00:00,30855363.484300755,30855363.484300755,0.0 
 05/02  10:00:00,27476882.742178146,27476882.742178146,0.0 
 05/02  11:00:00,27515575.18762722,27515575.18762721,0.0 
 05/02  12:00:00,25466284.825832684,25466284.825832684,0.0 
 05/02  13:00:00,27382734.048946626,27382734.04894662,0.0 
 05/02  14:00:00,26402830.80857157,26402830.808571566,0.0 
 05/02  15:00:00,27644265.805712298,27644265.805712294,0.0 
 05/02  16:00:00,27784933.675370533,27784933.67537053,0.0 
 05/02  17:00:00,19412544.72890802,19412544.728908017,0.0 
 05/02  18:00:00,14555469.111666737,14555469.111666735,0.0 
 05/02  19:00:00,8737704.306286782,8737704.306286782,0.0 
 05/02  20:00:00,8999331.820964705,8999331.820964705,0.0 
 05/02  21:00:00,8999331.820964705,8999331.820964705,0.0 
 05/02  22:00:00,8113188.731125657,8113188.731125657,0.0 
 05/02  23:00:00,6365454.451684226,6365454.451684226,0.0 
 05/02  24:00:00,8569604.825749658,8569604.82574966,0.0 
 05/03  01:00:00,8569604.825749658,8569604.82574966,0.0 
 05/03  02:00:00,8569604.825749658,8569604.82574966,0.0 
 05/03  03:00:00,8569604.825749658,8569604.82574966,0.0 
 05/03  04:00:00,8569604.825749658,8569604.82574966,0.0 
 05/03  05:00:00,8794604.825749658,8794604.82574966,0.0 
 05/03  06:00:00,21079537.7070325,21079537.7070325,0.0 
 05/03  07:00:00,21781833.20462712,21781833.20462712,0.0 
 05/03  08:00:00,27550087.972765397,27550087.972765397,0.0 
 05/03  09:00:00,27537412.92307794,27537412.92307794,0.0 
 05/03  10:00:00,26794933.787356913,26794933.78735691,0.0 
 05/03  11:00:00,28013117.930682123,28013117.930682123,0.0 
 05/03  12:00:00,25322074.559627306,25322074.559627306,0.0 
 05/03  13:00:00,28454897.91354084,28454897.913540833,0.0 
 05/03  14:00:00,27878397.96144761,27878397.96144761,0.0 
 05/03  15:00:00,29891373.2318963,29891373.231896292,0.0 
 05/03  16:00:00,30099964.323453348,30099964.32345334,0.0 
 05/03  17:00:00,20383692.717206508,20383692.717206504,0.0 
 05/03  18:00:00,14213921.13756964,14213921.137569642,0.0 
 05/03  19:00:00,8738967.188774066,8738967.188774068,0.0 
 05/03  20:00:00,8999331.820964705,8999331.820964705,0.0 
 05/03  21:00:00,8999331.820964705,8999331.820964705,0.0 
 05/03  22:00:00,8113188.731125657,8113188.731125657,0.0 
 05/03  23:00:00,6365454.451684226,6365454.451684226,0.0 
 05/03  24:00:00,8569604.825749658,8569604.82574966,0.0 
 05/04  01:00:00,8569604.825749658,8569604.82574966,0.0 
 05/04  02:00:00,8569604.825749658,8569604.82574966,0.0 
 05/04  03:00:00,8569604.825749658,8569604.82574966,0.0 
 05/04  04:00:00,8569604.825749658,8569604.82574966,0.0 
 05/04  05:00:00,8794604.825749658,8794604.82574966,0.0 
 05/04  06:00:00,17290499.32976179,17290499.32976179,0.0 
 05/04  07:00:00,21449732.889631942,21449732.889631934,0.0 
 05/04  08:00:00,27545837.81935668,27545837.81935668,0.0 
 05/04  09:00:00,27989874.47742929,27989874.477429282,0.0 
 05/04  10:00:00,27225715.30216883,27225715.302168828,0.0 
 05/04  11:00:00,28820953.497587606,28820953.4975876,0.0 
 05/04  12:00:00,25769211.271121323,25769211.271121323,0.0 
 05/04  13:00:00,29759924.87045401,29759924.870454006,0.0 
 05/04  14:00:00,28551592.97525984,28551592.97525984,0.0 
 05/04  15:00:00,30477156.44048585,30477156.440485846,0.0 
 05/04  16:00:00,30897330.677900862,30897330.67790086,0.0 
 05/04  17:00:00,20330069.311707973,20330069.31170797,0.0 
 05/04  18:00:00,14142096.105231151,14142096.105231151,0.0 
 05/04  19:00:00,8724676.9924169,8724676.992416902,0.0 
 05/04  20:00:00,8999331.820964705,8999331.820964705,0.0 
 05/04  21:00:00,8999331.820964705,8999331.820964705,0.0 
 05/04  22:00:00,8113188.731125657,8113188.731125657,0.0 
 05/04  23:00:00,6365454.451684226,6365454.451684226,0.0 
 05/04  24:00:00,8569604.825749658,8569604.82574966,0.0 
 05/05  01:00:00,8569604.825749658,8569604.82574966,0.0 
 05/05  02:00:00,8569604.825749658,8569604.82574966,0.0 
 05/05  03:00:00,8569604.825749658,8569604.82574966,0.0 
 05/05  04:00:00,8569604.825749658,8569604.82574966,0.0 
 05/05  05:00:00,8569604.825749658,8569604.82574966,0.0 
 05/05  06:00:00,16509579.681599893,16509579.681599893,0.0 
 05/05  07:00:00,17871675.367693514,17871675.36769351,0.0 
 05/05  08:00:00,28984578.154713634,28984578.15471363,0.0 
 05/05  09:00:00,29734278.977927182,29734278.97792718,0.0 
 05/05  10:00:00,29259704.64177262,29259704.641772613,0.0 
 05/05  11:00:00,31524527.061048783,31524527.06104878,0.0 
 05/05  12:00:00,28484921.710917402,28484921.710917395,0.0 
 05/05  13:00:00,32514649.5210597,32514649.521059696,0.0 
 05/05  14:00:00,31713640.697697237,31713640.697697237,0.0 
 05/05  15:00:00,33386699.652459677,33386699.652459674,0.0 
 05/05  16:00:00,33098894.78395308,33098894.783953078,0.0 
 05/05  17:00:00,22414128.634144284,22414128.634144276,0.0 
 05/05  18:00:00,14159701.74985236,14159701.74985236,0.0 
 05/05  19:00:00,8730148.635034112,8730148.635034112,0.0 
 05/05  20:00:00,8999331.820964705,8999331.820964705,0.0 
 05/05  21:00:00,8999331.820964705,8999331.820964705,0.0 
 05/05  22:00:00,8113188.731125657,8113188.731125657,0.0 
 05/05  23:00:00,6365454.451684226,6365454.451684226,0.0 
 05/05  24:00:00,5504338.596677196,5504338.596677196,0.0 
 05/06  01:00:00,5504338.596677196,5504338.596677196,0.0 
 05/06  02:00:00,5504338.596677196,5504338.596677196,0.0 
 05/06  03:00:00,5504338.596677196,5504338.596677196,0.0 
 05/06  04:00:00,5504338.596677196,5504338.596677196,0.0 
 05/06  05:00:00,5504338.596677196,5504338.596677196,0.0 
 05/06  06:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  07:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  08:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  09:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  10:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  11:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  12:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  13:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  14:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  15:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  16:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  17:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  18:00:00,4495258.596677196,4495258.596677196,0.0 
 05/06  19:00:00,4844953.596677196,4844953.596677196,0.0 
 05/06  20:00:00,5894038.596677196,5894038.596677196,0.0 
 05/06  21:00:00,5894038.596677196,5894038.596677196,0.0 
 05/06  22:00:00,5894038.596677196,5894038.596677196,0.0 
 05/06  23:00:00,5894038.596677196,5894038.596677196,0.0 
 05/06  24:00:00,5504338.596677196,5504338.596677196,0.0 
 05/07  01:00:00,5504338.596677196,5504338.596677196,0.0 
 05/07  02:00:00,5504338.596677196,5504338.596677196,0.0 
 05/07  03:00:00,5504338.596677196,5504338.596677196,0.0 
 05/07  04:00:00,5504338.596677196,5504338.596677196,0.0 
 05/07  05:00:00,5252068.596677196,5252068.596677196,0.0 
 05/07  06:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  07:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  08:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  09:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  10:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  11:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  12:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  13:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  14:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  15:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  16:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  17:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  18:00:00,4495258.596677196,4495258.596677196,0.0 
 05/07  19:00:00,4844953.596677196,4844953.596677196,0.0 
 05/07  20:00:00,5894038.596677196,5894038.596677196,0.0 
 05/07  21:00:00,5894038.596677196,5894038.596677196,0.0 
 05/07  22:00:00,5894038.596677196,5894038.596677196,0.0 
 05/07  23:00:00,5894038.596677196,5894038.596677196,0.0 
 05/07  24:00:00,8569604.825749658,8569604.82574966,0.0 
 05/08  01:00:00,8569604.825749658,8569604.82574966,0.0 
 05/08  02:00:00,8569604.825749658,8569604.82574966,0.0 
 05/08  03:00:00,8569604.825749658,8569604.82574966,0.0 
 05/08  04:00:00,8794604.825749658,8794604.82574966,0.0 
 05/08  05:00:00,9217334.825749658,9217334.82574966,0.0 
 05/08  06:00:00,17186174.004886866,17186174.004886866,0.0 
 05/08  07:00:00,18963302.727059193,18963302.727059193,0.0 
 05/08  08:00:00,28207159.639535833,28207159.63953583,0.0 
 05/08  09:00:00,28742714.75541848,28742714.75541848,0.0 
 05/08  10:00:00,27841468.133099288,27841468.133099284,0.0 
 05/08  11:00:00,29465354.805395678,29465354.805395674,0.0 
 05/08  12:00:00,26195056.621428974,26195056.62142897,0.0 
 05/08  13:00:00,29388283.521254405,29388283.5212544,0.0 
 05/08  14:00:00,28574439.06942015,28574439.06942015,0.0 
 05/08  15:00:00,30134763.277665734,30134763.277665734,0.0 
 05/08  16:00:00,29803544.732331857,29803544.732331853,0.0 
