Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 04/10  04:00:00,9469604.825749658,9469604.82574966,0.0 
 04/10  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/10  06:00:00,35210668.204450965,35210668.20445097,3209279.7500506765 
 04/10  07:00:00,36546074.201519586,36546074.201519586,7441492.716909687 
 04/10  08:00:00,37675575.898453675,37675575.898453675,0.0 
 04/10  09:00:00,33958810.64683707,33958810.64683707,0.0 
 04/10  10:00:00,31171903.156876322,31171903.156876314,0.0 
 04/10  11:00:00,31149864.974267296,31149864.974267304,0.0 
 04/10  12:00:00,31316769.03462383,31316769.03462384,0.0 
 04/10  13:00:00,29252165.90465768,29252165.904657684,0.0 
 04/10  14:00:00,27619705.886663,27619705.886662997,0.0 
 04/10  15:00:00,28702655.07368794,28702655.073687937,0.0 
 04/10  16:00:00,28674739.922790397,28674739.922790397,0.0 
 04/10  17:00:00,25719304.16479148,25719304.164791476,0.0 
 04/10  18:00:00,20349308.9766067,20349308.9766067,0.0 
 04/10  19:00:00,10509513.359412396,10509513.359412396,0.0 
 04/10  20:00:00,9899331.820964705,9899331.820964705,0.0 
 04/10  21:00:00,9899331.820964705,9899331.820964705,0.0 
 04/10  22:00:00,9013188.731125657,9013188.731125657,0.0 
 04/10  23:00:00,7265454.451684226,7265454.451684226,0.0 
 04/10  24:00:00,9469604.825749658,9469604.82574966,0.0 
 04/11  01:00:00,9469604.825749658,9469604.82574966,0.0 
 04/11  02:00:00,9469604.825749658,9469604.82574966,0.0 
 04/11  03:00:00,9469604.825749658,9469604.82574966,0.0 
 04/11  04:00:00,9469604.825749658,9469604.82574966,0.0 
 04/11  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/11  06:00:00,30483181.063239563,30483181.06323956,355673.1067610331 
 04/11  07:00:00,32668199.567613605,32668199.56761361,3802266.951596137 
 04/11  08:00:00,33192186.909964666,33192186.90996466,0.0 
 04/11  09:00:00,30513101.23320963,30513101.233209625,0.0 
 04/11  10:00:00,28060687.017968178,28060687.017968174,0.0 
 04/11  11:00:00,28771044.00629794,28771044.006297942,0.0 
 04/11  12:00:00,25641177.880494885,25641177.880494878,0.0 
 04/11  13:00:00,27565331.97028653,27565331.97028653,0.0 
 04/11  14:00:00,26593530.59121421,26593530.591214206,0.0 
 04/11  15:00:00,27649257.043347813,27649257.043347813,0.0 
 04/11  16:00:00,27835668.426658653,27835668.42665865,0.0 
 04/11  17:00:00,19316078.47942256,19316078.47942256,0.0 
 04/11  18:00:00,15221141.367525395,15221141.367525397,0.0 
 04/11  19:00:00,9625654.648689568,9625654.648689568,0.0 
 04/11  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/11  21:00:00,9899331.820964705,9899331.820964705,0.0 
 04/11  22:00:00,9013188.731125657,9013188.731125657,0.0 
 04/11  23:00:00,7265454.451684226,7265454.451684226,0.0 
 04/11  24:00:00,9469604.825749658,9469604.82574966,0.0 
 04/12  01:00:00,9469604.825749658,9469604.82574966,0.0 
 04/12  02:00:00,9469604.825749658,9469604.82574966,0.0 
 04/12  03:00:00,9469604.825749658,9469604.82574966,0.0 
 04/12  04:00:00,9469604.825749658,9469604.82574966,0.0 
 04/12  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/12  06:00:00,28821461.564742967,28821461.564742967,920310.7134049237 
 04/12  07:00:00,32431707.25288205,32431707.25288205,4980368.962253168 
 04/12  08:00:00,34817907.134978704,34817907.1349787,0.0 
 04/12  09:00:00,33484075.698304523,33484075.698304527,0.0 
 04/12  10:00:00,30151929.088508945,30151929.088508945,0.0 
 04/12  11:00:00,29903008.532416765,29903008.532416765,0.0 
 04/12  12:00:00,29319662.628108315,29319662.628108308,0.0 
 04/12  13:00:00,28552889.86486057,28552889.86486057,0.0 
 04/12  14:00:00,27250425.51495663,27250425.514956623,0.0 
 04/12  15:00:00,27408152.794507254,27408152.794507254,0.0 
 04/12  16:00:00,27491203.76096696,27491203.76096696,0.0 
 04/12  17:00:00,20259588.92886516,20259588.92886516,0.0 
 04/12  18:00:00,15664693.26898951,15664693.268989515,0.0 
 04/12  19:00:00,9249329.292940201,9249329.292940201,0.0 
 04/12  20:00:00,9674331.820964705,9674331.820964705,0.0 
 04/12  21:00:00,9899331.820964705,9899331.820964705,0.0 
 04/12  22:00:00,9013188.731125657,9013188.731125657,0.0 
 04/12  23:00:00,7265454.451684226,7265454.451684226,0.0 
 04/12  24:00:00,9469604.825749658,9469604.82574966,0.0 
 04/13  01:00:00,9469604.825749658,9469604.82574966,0.0 
 04/13  02:00:00,9469604.825749658,9469604.82574966,0.0 
 04/13  03:00:00,9469604.825749658,9469604.82574966,0.0 
 04/13  04:00:00,9469604.825749658,9469604.82574966,0.0 
 04/13  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/13  06:00:00,24657573.94215123,24657573.94215123,0.0 
 04/13  07:00:00,23854077.33698584,23854077.33698585,0.0 
 04/13  08:00:00,28193229.446475685,28193229.446475685,0.0 
 04/13  09:00:00,27643963.54539196,27643963.54539196,0.0 
 04/13  10:00:00,26581144.731553476,26581144.731553476,0.0 
 04/13  11:00:00,27957497.33783357,27957497.337833576,0.0 
 04/13  12:00:00,25248224.238049645,25248224.23804964,0.0 
 04/13  13:00:00,28821042.748204786,28821042.74820479,0.0 
 04/13  14:00:00,28292893.93632805,28292893.93632805,0.0 
 04/13  15:00:00,30138564.970537912,30138564.970537905,0.0 
 04/13  16:00:00,30354778.691222947,30354778.691222943,0.0 
 04/13  17:00:00,20129510.920619097,20129510.920619097,0.0 
 04/13  18:00:00,14411989.292042604,14411989.292042607,0.0 
 04/13  19:00:00,9260931.246456997,9260931.246456997,0.0 
 04/13  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/13  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/13  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/13  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/13  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/14  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/14  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/14  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/14  04:00:00,8569604.825749658,8569604.82574966,0.0 
 04/14  05:00:00,8569604.825749658,8569604.82574966,0.0 
 04/14  06:00:00,17628807.281624094,17628807.281624097,0.0 
 04/14  07:00:00,19237161.17910211,19237161.179102115,0.0 
 04/14  08:00:00,27708837.450532936,27708837.450532936,0.0 
 04/14  09:00:00,28363327.84207405,28363327.84207405,0.0 
 04/14  10:00:00,27506757.02513898,27506757.02513898,0.0 
 04/14  11:00:00,29825193.91172467,29825193.911724664,0.0 
 04/14  12:00:00,26571813.457294203,26571813.457294203,0.0 
 04/14  13:00:00,30423393.07055344,30423393.07055344,0.0 
 04/14  14:00:00,29491323.08361374,29491323.08361374,0.0 
 04/14  15:00:00,31425705.561395288,31425705.56139529,0.0 
 04/14  16:00:00,31512968.785080865,31512968.785080865,0.0 
 04/14  17:00:00,20906189.394825377,20906189.394825377,0.0 
 04/14  18:00:00,14504692.809947286,14504692.809947288,0.0 
 04/14  19:00:00,9271764.082435397,9271764.082435397,0.0 
 04/14  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/14  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/14  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/14  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/14  24:00:00,5504338.596677196,5504338.596677196,0.0 
 04/15  01:00:00,5504338.596677196,5504338.596677196,0.0 
 04/15  02:00:00,5504338.596677196,5504338.596677196,0.0 
 04/15  03:00:00,5504338.596677196,5504338.596677196,0.0 
 04/15  04:00:00,5504338.596677196,5504338.596677196,0.0 
 04/15  05:00:00,5504338.596677196,5504338.596677196,0.0 
 04/15  06:00:00,5045428.596677196,5045428.596677196,0.0 
 04/15  07:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  08:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  09:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  10:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  11:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  12:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  13:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  14:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  15:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  16:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  17:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  18:00:00,4495258.596677196,4495258.596677196,0.0 
 04/15  19:00:00,5194648.596677196,5194648.596677196,0.0 
 04/15  20:00:00,5894038.596677196,5894038.596677196,0.0 
 04/15  21:00:00,5894038.596677196,5894038.596677196,0.0 
 04/15  22:00:00,5894038.596677196,5894038.596677196,0.0 
 04/15  23:00:00,5894038.596677196,5894038.596677196,0.0 
 04/15  24:00:00,5504338.596677196,5504338.596677196,0.0 
 04/16  01:00:00,5504338.596677196,5504338.596677196,0.0 
 04/16  02:00:00,5504338.596677196,5504338.596677196,0.0 
 04/16  03:00:00,5504338.596677196,5504338.596677196,0.0 
 04/16  04:00:00,5504338.596677196,5504338.596677196,0.0 
 04/16  05:00:00,5504338.596677196,5504338.596677196,0.0 
 04/16  06:00:00,5045428.596677196,5045428.596677196,0.0 
 04/16  07:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  08:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  09:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  10:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  11:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  12:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  13:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  14:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  15:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  16:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  17:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  18:00:00,4495258.596677196,4495258.596677196,0.0 
 04/16  19:00:00,5194648.596677196,5194648.596677196,0.0 
 04/16  20:00:00,5894038.596677196,5894038.596677196,0.0 
 04/16  21:00:00,5894038.596677196,5894038.596677196,0.0 
 04/16  22:00:00,5894038.596677196,5894038.596677196,0.0 
 04/16  23:00:00,5894038.596677196,5894038.596677196,0.0 
 04/16  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/17  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/17  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/17  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/17  04:00:00,8569604.825749658,8569604.82574966,0.0 
 04/17  05:00:00,8569604.825749658,8569604.82574966,0.0 
 04/17  06:00:00,17599366.049411915,17599366.049411915,0.0 
 04/17  07:00:00,17866069.957167536,17866069.957167536,0.0 
 04/17  08:00:00,29182925.01318715,29182925.01318715,0.0 
 04/17  09:00:00,29995739.393680744,29995739.39368075,0.0 
 04/17  10:00:00,29893946.412620798,29893946.412620798,0.0 
 04/17  11:00:00,32200372.866858616,32200372.866858616,0.0 
 04/17  12:00:00,30119385.23299171,30119385.232991718,0.0 
 04/17  13:00:00,34533230.33476752,34533230.33476753,0.0 
 04/17  14:00:00,33533853.750982013,33533853.75098201,0.0 
 04/17  15:00:00,35713470.92619394,35713470.92619392,0.0 
 04/17  16:00:00,36076941.82708083,36076941.82708083,0.0 
 04/17  17:00:00,24921517.831239868,24921517.831239868,0.0 
 04/17  18:00:00,14408747.697543161,14408747.697543163,0.0 
 04/17  19:00:00,9258564.829507018,9258564.829507018,0.0 
 04/17  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/17  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/17  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/17  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/17  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/18  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/18  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/18  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/18  04:00:00,8569604.825749658,8569604.82574966,0.0 
 04/18  05:00:00,8569604.825749658,8569604.82574966,0.0 
 04/18  06:00:00,17905049.661862656,17905049.66186266,0.0 
 04/18  07:00:00,18476237.666973706,18476237.666973706,0.0 
 04/18  08:00:00,30168374.684259646,30168374.684259642,0.0 
 04/18  09:00:00,30933156.281129885,30933156.281129885,0.0 
 04/18  10:00:00,29853014.17328315,29853014.173283145,0.0 
 04/18  11:00:00,31420366.550183557,31420366.55018356,0.0 
 04/18  12:00:00,27581290.618106812,27581290.618106812,0.0 
 04/18  13:00:00,32035033.129307546,32035033.129307546,0.0 
 04/18  14:00:00,31393446.669439767,31393446.669439767,0.0 
 04/18  15:00:00,33103116.64570188,33103116.645701878,0.0 
 04/18  16:00:00,33397315.89303485,33397315.89303485,0.0 
 04/18  17:00:00,22478579.142183192,22478579.142183192,0.0 
 04/18  18:00:00,14311974.41572997,14311974.415729973,0.0 
 04/18  19:00:00,9238465.121304965,9238465.121304965,0.0 
 04/18  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/18  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/18  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/18  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/18  24:00:00,8794604.825749658,8794604.82574966,0.0 
 04/19  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/19  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/19  03:00:00,8794604.825749658,8794604.82574966,0.0 
 04/19  04:00:00,9469604.825749658,9469604.82574966,0.0 
 04/19  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/19  06:00:00,18540472.899317827,18540472.89931783,0.0 
 04/19  07:00:00,18437374.395391837,18437374.395391837,0.0 
 04/19  08:00:00,29083425.326034874,29083425.326034874,0.0 
 04/19  09:00:00,29730528.529980987,29730528.52998098,0.0 
 04/19  10:00:00,29363141.350894976,29363141.35089497,0.0 
 04/19  11:00:00,31281922.61295694,31281922.61295694,0.0 
 04/19  12:00:00,28009855.80837564,28009855.808375634,0.0 
 04/19  13:00:00,32236390.77463218,32236390.77463218,0.0 
 04/19  14:00:00,31400635.796337597,31400635.796337597,0.0 
 04/19  15:00:00,32605042.07080965,32605042.070809655,0.0 
 04/19  16:00:00,32387110.34328182,32387110.343281817,0.0 
 04/19  17:00:00,21367661.313805927,21367661.31380593,0.0 
 04/19  18:00:00,14467144.430049289,14467144.430049293,0.0 
 04/19  19:00:00,9266566.206460262,9266566.206460262,0.0 
 04/19  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/19  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/19  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/19  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/19  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/20  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/20  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/20  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/20  04:00:00,8569604.825749658,8569604.82574966,0.0 
 04/20  05:00:00,8569604.825749658,8569604.82574966,0.0 
 04/20  06:00:00,17768424.7001791,17768424.7001791,0.0 
 04/20  07:00:00,17958058.796930216,17958058.796930216,0.0 
 04/20  08:00:00,29199392.87717857,29199392.87717857,0.0 
 04/20  09:00:00,29885897.26547661,29885897.26547661,0.0 
 04/20  10:00:00,29558780.782112263,29558780.782112263,0.0 
 04/20  11:00:00,31306933.355788745,31306933.355788745,0.0 
 04/20  12:00:00,27931332.26793315,27931332.26793315,0.0 
 04/20  13:00:00,32451211.929894622,32451211.92989462,0.0 
 04/20  14:00:00,31272221.827695727,31272221.827695716,0.0 
 04/20  15:00:00,32889077.7270496,32889077.7270496,0.0 
 04/20  16:00:00,33116055.658892825,33116055.65889283,0.0 
 04/20  17:00:00,21726502.406688407,21726502.406688407,0.0 
 04/20  18:00:00,14295312.85471936,14295312.854719361,0.0 
 04/20  19:00:00,9240810.370811438,9240810.370811438,0.0 
 04/20  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/20  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/20  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/20  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/20  24:00:00,8794604.825749658,8794604.82574966,0.0 
 04/21  01:00:00,9469604.825749658,9469604.82574966,0.0 
 04/21  02:00:00,8794604.825749658,8794604.82574966,0.0 
 04/21  03:00:00,9019604.825749658,9019604.82574966,0.0 
 04/21  04:00:00,8794604.825749658,8794604.82574966,0.0 
 04/21  05:00:00,8569604.825749658,8569604.82574966,0.0 
 04/21  06:00:00,17696581.37075285,17696581.370752845,0.0 
 04/21  07:00:00,18012799.78861016,18012799.788610168,0.0 
 04/21  08:00:00,28634461.42222115,28634461.42222115,0.0 
 04/21  09:00:00,29111775.153237313,29111775.15323731,0.0 
 04/21  10:00:00,28615435.321004555,28615435.321004555,0.0 
 04/21  11:00:00,29998740.46826692,29998740.468266916,0.0 
 04/21  12:00:00,26265153.147925954,26265153.147925954,0.0 
 04/21  13:00:00,29784670.809453838,29784670.809453838,0.0 
 04/21  14:00:00,27964023.81965006,27964023.81965006,0.0 
 04/21  15:00:00,29696853.718492202,29696853.7184922,0.0 
 04/21  16:00:00,29184886.92103889,29184886.921038885,0.0 
 04/21  17:00:00,21186822.29480309,21186822.29480309,0.0 
 04/21  18:00:00,15517165.416066187,15517165.416066188,0.0 
 04/21  19:00:00,10166202.890327783,10166202.890327783,0.0 
 04/21  20:00:00,9899331.820964705,9899331.820964705,0.0 
 04/21  21:00:00,9899331.820964705,9899331.820964705,0.0 
 04/21  22:00:00,9013188.731125657,9013188.731125657,0.0 
 04/21  23:00:00,7265454.451684226,7265454.451684226,0.0 
 04/21  24:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  01:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  02:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  03:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  04:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  05:00:00,6404338.596677196,6404338.596677196,0.0 
 04/22  06:00:00,5945428.596677196,5945428.596677196,0.0 
 04/22  07:00:00,5395258.596677196,5395258.596677196,0.0 
 04/22  08:00:00,5395258.596677196,5395258.596677196,0.0 
 04/22  09:00:00,4720258.596677196,4720258.596677196,0.0 
 04/22  10:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  11:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  12:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  13:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  14:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  15:00:00,4495258.596677196,4495258.596677196,0.0 
 04/22  16:00:00,4720258.596677196,4720258.596677196,0.0 
 04/22  17:00:00,5395258.596677196,5395258.596677196,0.0 
 04/22  18:00:00,5395258.596677196,5395258.596677196,0.0 
 04/22  19:00:00,6094648.596677196,6094648.596677196,0.0 
 04/22  20:00:00,6794038.596677196,6794038.596677196,0.0 
 04/22  21:00:00,6794038.596677196,6794038.596677196,0.0 
 04/22  22:00:00,6794038.596677196,6794038.596677196,0.0 
 04/22  23:00:00,6794038.596677196,6794038.596677196,0.0 
 04/22  24:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  01:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  02:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  03:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  04:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  05:00:00,6404338.596677196,6404338.596677196,0.0 
 04/23  06:00:00,5945428.596677196,5945428.596677196,0.0 
 04/23  07:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  08:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  09:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  10:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  11:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  12:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  13:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  14:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  15:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  16:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  17:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  18:00:00,5395258.596677196,5395258.596677196,0.0 
 04/23  19:00:00,6094648.596677196,6094648.596677196,0.0 
 04/23  20:00:00,6794038.596677196,6794038.596677196,0.0 
 04/23  21:00:00,6794038.596677196,6794038.596677196,0.0 
 04/23  22:00:00,6794038.596677196,6794038.596677196,0.0 
 04/23  23:00:00,6794038.596677196,6794038.596677196,0.0 
 04/23  24:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  01:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  02:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  03:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  04:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/24  06:00:00,29770629.570616096,29770629.5706161,977764.1716126753 
 04/24  07:00:00,31654974.907245692,31654974.907245692,1701883.1800347304 
 04/24  08:00:00,32162811.135106653,32162811.135106653,0.0 
 04/24  09:00:00,29553707.99714557,29553707.99714557,0.0 
 04/24  10:00:00,26918117.313525762,26918117.31352576,0.0 
 04/24  11:00:00,27580193.87005445,27580193.870054454,0.0 
 04/24  12:00:00,24834308.80908624,24834308.80908624,0.0 
 04/24  13:00:00,27568725.54303913,27568725.543039136,0.0 
 04/24  14:00:00,26866737.299963232,26866737.29996323,0.0 
 04/24  15:00:00,28257068.269090932,28257068.269090932,0.0 
 04/24  16:00:00,28789481.23051492,28789481.23051492,0.0 
 04/24  17:00:00,19707706.036769345,19707706.036769345,0.0 
 04/24  18:00:00,14276965.723156046,14276965.723156046,0.0 
 04/24  19:00:00,9223015.950772794,9223015.950772794,0.0 
 04/24  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/24  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/24  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/24  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/24  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/25  01:00:00,8794604.825749658,8794604.82574966,0.0 
 04/25  02:00:00,8794604.825749658,8794604.82574966,0.0 
 04/25  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/25  04:00:00,9019604.825749658,9019604.82574966,0.0 
 04/25  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/25  06:00:00,19523790.276865497,19523790.2768655,0.0 
 04/25  07:00:00,24519616.05323646,24519616.053236455,0.0 
 04/25  08:00:00,30037772.826209225,30037772.82620923,0.0 
 04/25  09:00:00,29425394.344469767,29425394.344469767,0.0 
 04/25  10:00:00,27456417.488759175,27456417.488759175,0.0 
 04/25  11:00:00,28287305.174818948,28287305.174818948,0.0 
 04/25  12:00:00,25380135.663306117,25380135.663306113,0.0 
 04/25  13:00:00,27416041.353371147,27416041.353371147,0.0 
 04/25  14:00:00,26650845.35943496,26650845.35943496,0.0 
 04/25  15:00:00,27975920.126191374,27975920.12619137,0.0 
 04/25  16:00:00,28517859.52580097,28517859.525800973,0.0 
 04/25  17:00:00,19403049.99930469,19403049.99930469,0.0 
 04/25  18:00:00,14241661.281278625,14241661.281278627,0.0 
 04/25  19:00:00,9220896.377400853,9220896.377400855,0.0 
 04/25  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/25  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/25  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/25  23:00:00,6815454.451684226,6815454.451684226,0.0 
 04/25  24:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  01:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  02:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  03:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  04:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  05:00:00,9469604.825749658,9469604.82574966,0.0 
 04/26  06:00:00,20392396.711287357,20392396.71128736,0.0 
 04/26  07:00:00,22235754.00980906,22235754.00980906,0.0 
 04/26  08:00:00,27549839.52544255,27549839.52544255,0.0 
 04/26  09:00:00,27812438.249516793,27812438.249516793,0.0 
 04/26  10:00:00,27114500.446974188,27114500.446974184,0.0 
 04/26  11:00:00,28894135.31792665,28894135.31792665,0.0 
 04/26  12:00:00,25708271.106717642,25708271.10671764,0.0 
 04/26  13:00:00,29758782.599844474,29758782.599844474,0.0 
 04/26  14:00:00,28965284.27579727,28965284.27579727,0.0 
 04/26  15:00:00,30845408.13059066,30845408.13059066,0.0 
 04/26  16:00:00,30997453.557551183,30997453.557551183,0.0 
 04/26  17:00:00,20836142.434637874,20836142.434637874,0.0 
 04/26  18:00:00,14300872.549999991,14300872.549999993,0.0 
 04/26  19:00:00,9214934.57474348,9214934.57474348,0.0 
 04/26  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/26  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/26  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/26  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/26  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  04:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  05:00:00,8569604.825749658,8569604.82574966,0.0 
 04/27  06:00:00,16513748.240897898,16513748.240897901,0.0 
 04/27  07:00:00,17679806.532530576,17679806.53253058,0.0 
 04/27  08:00:00,28807572.283278726,28807572.283278722,0.0 
 04/27  09:00:00,29804821.670633927,29804821.67063393,0.0 
 04/27  10:00:00,29515799.252035685,29515799.252035685,0.0 
 04/27  11:00:00,31693090.435304012,31693090.435304016,0.0 
 04/27  12:00:00,28596916.68231726,28596916.68231726,0.0 
 04/27  13:00:00,33106845.360557698,33106845.360557698,0.0 
 04/27  14:00:00,32341129.180196002,32341129.180196,0.0 
 04/27  15:00:00,34306844.88784029,34306844.8878403,0.0 
 04/27  16:00:00,34548065.786071606,34548065.786071606,0.0 
 04/27  17:00:00,24013419.075703263,24013419.075703263,0.0 
 04/27  18:00:00,14191650.421004068,14191650.42100407,0.0 
 04/27  19:00:00,9207351.854444174,9207351.854444174,0.0 
 04/27  20:00:00,8999331.820964705,8999331.820964705,0.0 
 04/27  21:00:00,8999331.820964705,8999331.820964705,0.0 
 04/27  22:00:00,8113188.731125657,8113188.731125657,0.0 
 04/27  23:00:00,6365454.451684226,6365454.451684226,0.0 
 04/27  24:00:00,8569604.825749658,8569604.82574966,0.0 
 04/28  01:00:00,8569604.825749658,8569604.82574966,0.0 
 04/28  02:00:00,8569604.825749658,8569604.82574966,0.0 
 04/28  03:00:00,8569604.825749658,8569604.82574966,0.0 
 04/28  04:00:00,8569604.825749658,8569604.82574966,0.0 
 04/28  05:00:00,8569604.825749658,8569604.82574966,0.0 
